index	name	abbreviation
203	parasubiculum	ParaSub
204	presubiculum	PreSub
205	subiculum	Sub
206	CA1	CA1
208	CA3	CA3
209	CA4_and_dentate gyrus	CA4_DG
226	tail	Tail
227	SRLM	SRLM
228	cysts	Cyst
